subject,predicate,object
49279,littlesis/Donation/Grant::3000 usd (Campaign Contribution),38065
2160170,wikidata/Education::,38450
5341617,wikidata/Education::,29143
993208,wikidata/Education::,29159
6371657,wikidata/Education::,5213208
351230,littlesis/Member,28147
6231738,wikidata/Education::,2157382
2219888,wikidata/Education::,29148
7372255,wikidata/Education::,29110
835761,wikidata/Education::,4184023
6334780,wikidata/Education::,29148
1020024,wikidata/Education::,38535
5597797,wikidata/Education::,29148
7326939,wikidata/Education::,29223
7617313,wikidata/Hierarchy::has subsidiary,536100
399441,littlesis/MBA,29164
38452,littlesis/Donation/Grant::5800 usd (Campaign Contribution),28534
28754,wikidata/Bachelor of Laws,29222
4302891,wikidata/(business administration),38425
1144192,wikidata/Education::,10158
7205677,wikidata/president,211622
423417,littlesis/Donation/Grant::4000 usd (Campaign Contribution),28480
5333526,wikidata/Education::,29155
256205,littlesis/Donation/Grant::4300 usd (Campaign Contribution),28344
261696,wikidata/Hierarchy::has subsidiary,665262
4317572,wikidata/Education::,38475
5214040,wikidata/Education::,29110
4198,littlesis/Donation/Grant::1000 usd (Campaign Contribution),256070
816517,wikidata/Education::,29148
6215908,wikidata/Education::,3119713
255320,littlesis/Donation/Grant::16800 usd (Campaign Contribution),28480
6644424,wikidata/Education::,29159
28745,littlesis/Donation/Grant::3000 usd (Campaign Contribution),21796
417576,littlesis/Donation/Grant::1000 usd (Campaign Contribution),37983
6340791,wikidata/Education::,29110
7473134,wikidata/Education::,261954
3701131,wikidata/Education::,29241
413003,littlesis/Donation/Grant::2500 usd (Campaign Contribution),28362
260447,littlesis/Donation/Grant::4000 usd (Campaign Contribution),28235
5244436,wikidata/Education::,416568
40980,littlesis/Donation/Grant::500 usd (Campaign Contribution),28480
252916,littlesis/Donation/Grant::1000 usd (Campaign Contribution),21796
429363,littlesis/Professor of Physics,29156
5863345,wikidata/Education::,29223
813389,wikidata/honorary doctorate,261954
259459,littlesis/Donation/Grant::2600 usd (Campaign Contribution),212841
955182,wikidata/Master of Arts,29143
825057,wikidata/Education::,29136
4041,littlesis/Donation/Grant::15833 usd (Campaign Contribution),28583
3267087,wikidata/Education::,29110
136219,wikidata/Hierarchy::has subsidiary,5239080
2146798,wikidata/Education::,29110
414713,littlesis/Donation/Grant::250 usd (Campaign Contribution),212849
3386993,wikidata/Education::,29241
7278073,wikidata/Education::,2157382
28546,littlesis/Donation/Grant::2000 usd (Campaign Contribution),152194
6218925,wikidata/Education::,29241
6256272,wikidata/Education::,3121131
4255611,wikidata/Hierarchy::has subsidiary,7190572
1183880,wikidata/Ownership:: (4% stake),3659
28561,littlesis/Donation/Grant::2500 usd (Campaign Contribution),260590
6484817,wikidata/Education::,7216587
405356,littlesis/MBA in Government,38425
1388509,wikidata/Education::,29155
937023,wikidata/Education::,29110
6448906,wikidata/Education::,7199570
5336840,wikidata/Education::,29143
4327220,wikidata/Education::,29223
21825,wikidata/Education::,415661
5491446,wikidata/Education::,255354
261743,littlesis/Donation/Grant::400 usd (Campaign Contribution),37983
7450813,wikidata/Education::,38397
4247159,wikidata/Education::,3119713
2157703,wikidata/Ownership:: (2% stake),3597
5276253,wikidata/Education::,415846
5392189,wikidata/Education::,38535
7246904,wikidata/Education::,38425
6319555,wikidata/Education::,29110
7322636,wikidata/Education::,6175003
5868056,wikidata/Education::,29110
150102,littlesis/Donation/Grant::7248874 usd (Campaign Contribution),150102
362936,littlesis/Donation/Grant::2300 usd (Campaign Contribution),28344
962621,wikidata/Education::,29143
6392830,wikidata/bachelor's degree (industrial relations),38425
7372188,wikidata/Education::,416561
7457736,wikidata/Education::,29143
3288484,wikidata/Education::,29175
21831,wikidata/Education::,29143
837095,wikidata/Education::,29241
49151,littlesis/Donation/Grant::741 usd (Campaign Contribution),21796
255688,littlesis/Honorary Trustee,255227
7192951,wikidata/Education::,29136
1013543,wikidata/Education::,29222
4330608,wikidata/Education::,29136
879914,wikidata/Education::,38425
7498646,wikidata/Education::,2157382
4693262,wikidata/Education::,21865
67609,littlesis/Graduate,226145
2182621,wikidata/Education::,38425
3284626,wikidata/Education::,255354
2156023,wikidata/Doctor of Philosophy,29110
2412780,wikidata/Education::,261954
212847,littlesis/Donation/Grant::500 usd (Campaign Contribution),28158
2308950,wikidata/Education::,29155
6190249,wikidata/Education::,35960
6573495,wikidata/Education::,10158
5218917,wikidata/Education::,29167
3568,littlesis/Lobbying::Direct Lobbying,29120
6563179,wikidata/Education::,29223
7595359,wikidata/Education::,29156
4312501,wikidata/Education::,7199570
351938,wikidata/Master of Science,38425
7598868,wikidata/Education::,38425
4468469,wikidata/Education::,29155
535557,wikidata/Education::,3119713
6366425,wikidata/Education::,29241
428884,littlesis/Donation/Grant::750 usd (Campaign Contribution),260590
795,littlesis/Chairman of the Board,105
5844251,wikidata/Education::,35960
3734,wikidata/Ownership::,4345080
28914,littlesis/Donation/Grant::2000 usd (Campaign Contribution),256070
396329,littlesis/Donation/Grant::2000 usd (Campaign Contribution),37983
816191,wikidata/Education::,3119713
2154127,wikidata/Education::,21865
6384311,wikidata/Education::,261954
423143,littlesis/BA,29143
978510,wikidata/Education::,21865
3161761,wikidata/Education::,255538
5303271,wikidata/Education::,29159
4165,littlesis/Donation/Grant::7300 usd (Campaign Contribution),28235
5331899,wikidata/Education::,29110
572,wikidata/Ownership::,2174711
38011,littlesis/Donation/Grant::500 usd (Campaign Contribution),383885
5384903,wikidata/Education::,261954
2265030,wikidata/Education::,415846
4386779,wikidata/Education::,7199570
38186,littlesis/Doctorate,261954
4121,littlesis/Director,3571
4193248,wikidata/Education::,29167
997752,wikidata/Education::,29110
2318147,wikidata/Education::,2157382
2278186,wikidata/Education::,38535
3125004,wikidata/Education::,29143
32643,wikidata/Education::,29148
6555058,wikidata/Education::,38450
7625023,wikidata/Education::,38397
4041,littlesis/Donation/Grant::834 usd (Campaign Contribution),28513
6228063,wikidata/Education::,38450
1037629,wikidata/Education::,38475
3317887,wikidata/Education::,38397
2147708,wikidata/Education::,29110
837668,wikidata/Education::,3121131
7214542,wikidata/Education::,29156
7207525,wikidata/Education::,29143
4233124,wikidata/Education::,29156
5319984,wikidata/Education::,29136
4356500,wikidata/Education::,29155
6367528,wikidata/Education::,5213208
3153745,wikidata/Education::,38397
852875,wikidata/Education::,21865
189237,wikidata/Education::,7182808
5286652,wikidata/Education::,416561
413525,littlesis/Position::chief of staff,274395
4311792,wikidata/Education::,5213208
4729682,wikidata/Education::,38425
4224509,wikidata/Education::,3119713
6196704,wikidata/Education::,7199570
5479773,wikidata/Education::,1342676
997994,wikidata/Education::,29222
1124260,wikidata/Bachelor of Arts,4184023
4843958,wikidata/Education::,29110
2286697,wikidata/Doctor of Philosophy,38397
4167148,wikidata/Education::,38475
370018,littlesis/Donation/Grant::1200 usd (Campaign Contribution),28480
3597,wikidata/Ownership:: (80% stake),6500978
256862,wikidata/Education::,29136
5478739,wikidata/Education::,29148
5315746,wikidata/director,3131597
5477280,wikidata/Education::,226145
5341503,wikidata/Education::,29148
37980,littlesis/Donation/Grant::5800 usd (Campaign Contribution),28573
2294429,wikidata/Education::,29241
7380895,wikidata/Education::,4836912
839010,wikidata/Education::,29110
6483836,wikidata/Education::,38397
7514029,wikidata/Education::,29110
25446,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28480
421745,wikidata/Hierarchy::has subsidiary,2278928
7595312,wikidata/Education::,29110
256396,wikidata/Ownership:: (20% stake),174670
6696104,wikidata/Bachelor of Science,29136
3261909,wikidata/Education::,29223
6207044,wikidata/Education::,21865
72960,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28344
5225225,wikidata/high school diploma (study of history),38450
49268,wikidata/Education::,38475
2287163,wikidata/Education::,29110
5438723,wikidata/Education::,415846
7324542,wikidata/Education::,38397
29148,wikidata/Hierarchy::has subsidiary,3318127
7322625,wikidata/Education::,29143
2153477,wikidata/Education::,3119713
1372231,wikidata/Education::,5213208
933289,wikidata/Education::,6254566
5357047,wikidata/Education::,7199570
28387,littlesis/Director,3599
6409025,wikidata/Education::,29159
4110,wikidata/Education::,29156
4355409,wikidata/Education::,29110
7393311,wikidata/Education::,29241
992100,wikidata/Education::,226145
3692249,wikidata/Education::,29143
49279,littlesis/Chairman,421781
6368843,wikidata/Education::,29241
30801,wikidata/Hierarchy::has subsidiary,4231369
7254964,wikidata/Education::,29110
38313,wikidata/Education::,29143
6537271,wikidata/Education::,29143
2266373,wikidata/Education::,21865
262096,littlesis/Donation/Grant::2600 usd (Campaign Contribution),212847
7277564,wikidata/Education::,29155
3190007,wikidata/(Geography and History),415846
950301,wikidata/Education::,29359
1027105,wikidata/(advanced management),255354
556,littlesis/Membership::CCG Member,256324
129886,littlesis/Donation/Grant::1500 usd (Campaign Contribution),28480
6211493,wikidata/Education::,29110
151570,wikidata/secretary of state,6488
29181,littlesis/Donation/Grant::250 usd (Campaign Contribution),263505
3635,littlesis/Membership::member,365264
840671,wikidata/Ownership::,2162756
4361059,wikidata/Education::,29110
3386708,wikidata/Education::,38475
258406,littlesis/Undergraduate,38450
3263553,wikidata/Education::,5218639
28384,wikidata/Juris Doctor,29222
971892,wikidata/Education::,7199570
6651892,wikidata/Education::,29241
823211,wikidata/Education::,29223
399722,wikidata/Education::,38535
2767,wikidata/Education::,3119713
7456840,wikidata/Education::,29156
5494386,wikidata/Education::,38425
816519,wikidata/doctorate (computer science),29156
6389154,wikidata/Education::,5213208
2341935,wikidata/Education::,29110
7300041,wikidata/Education::,4211424
5442472,wikidata/(international politics),29175
6339896,wikidata/Education::,38475
6199464,wikidata/Education::,10158
3664,littlesis/Service/Transaction:: (2014 conference sponsor),365264
4615003,wikidata/Education::,21865
28280,littlesis/BSBA,38475
1009027,wikidata/Education::,29110
255364,littlesis/Donation/Grant::6900 usd (Campaign Contribution),28344
394510,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28480
3115154,wikidata/Education::,29175
7374354,wikidata/master's degree (international relations),38397
95454,littlesis/Donation/Grant::2000 usd (Campaign Contribution),37983
879394,wikidata/Education::,29223
28777,littlesis/Donation/Grant::5000 usd (Campaign Contribution),28344
7341830,wikidata/(history),415846
5196265,wikidata/Education::,38450
5369733,wikidata/Education::,29156
7454487,wikidata/Education::,255354
7352041,wikidata/Education::,29222
4211115,wikidata/Master of Business Administration,255354
969684,wikidata/Education::,38397
260391,littlesis/Donation/Grant::25000 usd (Donation),262421
7207147,wikidata/Education::,29155
259973,littlesis/Donation/Grant::2700 usd (Campaign Contribution),28344
5517857,wikidata/Education::,1342676
2156419,wikidata/Education::,415846
73099,littlesis/Donation/Grant::8972 usd (Campaign Contribution),28344
955868,wikidata/Education::,29167
28565,littlesis/Donation/Grant::1500 usd (Campaign Contribution),259275
5344183,wikidata/Education::,416561
105182,littlesis/Donation/Grant::2700 usd (Campaign Contribution),28344
21364,wikidata/Education::,29143
7304933,wikidata/Education::,29110
7387066,wikidata/Doctor of Philosophy,29148
367834,littlesis/Donation/Grant::250 usd (Campaign Contribution),28480
255305,wikidata/Education::,29156
2482043,wikidata/Education::,3119713
989351,wikidata/Education::,226145
4188411,wikidata/Education::,261954
2264657,wikidata/Education::,29143
5320612,wikidata/Education::,29155
7548201,wikidata/Education::,35960
28842,littlesis/JD,38425
5287062,wikidata/Education::,29155
3121022,wikidata/Hierarchy::has subsidiary,6236555
6374436,wikidata/Education::,29159
259761,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28404
2334605,wikidata/Education::,245622
4388835,wikidata/Education::,29155
1063,littlesis/Donation/Grant::7800 usd (Campaign Contribution),28574
6211373,wikidata/Doctor of Philosophy,29155
4264269,wikidata/Education::,29175
5313465,wikidata/Education::,29110
3606823,wikidata/Education::,38535
5263464,wikidata/Education::,3121131
7374206,wikidata/Education::,29110
7266948,wikidata/Education::,29175
4414,littlesis/Donation/Grant::1000 usd (Campaign Contribution),5551
7328348,wikidata/Education::,29110
38160,littlesis/Donation/Grant::2300 usd (Campaign Contribution),37989
3242770,wikidata/Education::,29148
256569,littlesis/Donation/Grant::1500 usd (Campaign Contribution),37983
78497,"littlesis/Professor, Astronomy",29156
119873,littlesis/Family::daughter,256175
3325697,wikidata/Education::,29143
5302262,wikidata/Education::,29222
7601094,wikidata/Education::,4211424
3676416,wikidata/Education::,255538
5379287,wikidata/Education::,29155
2346672,wikidata/Education::,10158
153199,littlesis/MBA in East European Studies,29155
2163320,wikidata/Education::,29175
37835,littlesis/Donation/Grant::2300 usd (Campaign Contribution),28480
1867694,wikidata/Doctor of Philosophy (astrophysics),29110
4179626,wikidata/Education::,3119713
3257778,wikidata/Education::,29222
7485871,wikidata/Education::,29175
7516919,wikidata/Education::,29241
94989,wikidata/Education::,29148
388856,littlesis/Donation/Grant::7500 usd (Campaign Contribution),28480
2519873,wikidata/Education::,10158
2184602,wikidata/Education::,29156
3244241,wikidata/Education::,29223
3253334,wikidata/Education::,29167
28584,littlesis/Donation/Grant::5000 usd (Campaign Contribution),399441
5598059,wikidata/Education::,29110
3696743,wikidata/Education::,10158
3643,littlesis/Service/Transaction::3462668 usd (Contractor),29085
3116695,wikidata/chief executive officer,3635
897865,wikidata/Education::,416561
7365812,wikidata/Education::,29156
5239221,wikidata/Education::,7199570
143620,wikidata/Ownership::,2530953
4454733,wikidata/Education::,38404
6191078,wikidata/Education::,29159
4378434,wikidata/Education::,7209287
5835058,wikidata/Education::,29175
108,wikidata/Ownership::,4178969
7386520,wikidata/Education::,29110
389209,wikidata/Hierarchy::has subsidiary,7498137
4661734,wikidata/Education::,21865
6514403,wikidata/Education::,3119713
2416119,wikidata/Education::,29143
5381725,wikidata/Bachelor of Arts,29110
